date,date,open,high,low,close,volume,doji,doji_star,complete_doji,complete_doji_idx,trend_line,rsi,rsi70,rsi30,above_trend,below_trend,five_max,five_min,Five_max_list,Five_min_list
07/01/2019 02:00:00,2019-01-07 02:00:00,1.1242,1.1244,1.124,1.1244,2209,0.0,0.0,0.0,0,1.124714091954023,51.44947140030974,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 03:00:00,2019-01-07 03:00:00,1.1244,1.1249,1.1243,1.1245,2349,0.0,0.0,0.0,0,1.1247038505747127,53.042660065867544,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 04:00:00,2019-01-07 04:00:00,1.1245,1.1246,1.1241,1.1246,1335,0.0,0.0,0.0,0,1.1246920459770116,54.774099321034264,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 05:00:00,2019-01-07 05:00:00,1.1246,1.1247,1.1237,1.1238,2422,0.0,0.0,0.0,0,1.1246743333333336,40.7501637535675,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 06:00:00,2019-01-07 06:00:00,1.1238,1.1253,1.1234,1.1253,8498,0.0,0.0,0.0,0,1.124666666666667,62.021052922465344,0.0,0.0,0.0,0.0,0,0,0.0,1.1234
07/01/2019 07:00:00,2019-01-07 07:00:00,1.1253,1.1255,1.124,1.1249,9998,0.0,0.0,0.0,0,1.1246576666666668,55.78988469913614,0.0,0.0,0.0,0.0,0,0,0.0,1.124
07/01/2019 08:00:00,2019-01-07 08:00:00,1.1249,1.1251,1.124,1.1241,6871,0.0,0.0,0.0,0,1.124647666666667,45.19497465586007,0.0,0.0,0.0,0.0,0,0,0.0,1.124
07/01/2019 09:00:00,2019-01-07 09:00:00,1.1241,1.1245,1.1234,1.1241,5384,1.1241,0.0,1.1241,07/01/2019 09:00:00,1.1246393333333335,45.19497465586007,0.0,0.0,0.0,1.1241,0,1,0.0,1.1234
07/01/2019 10:00:00,2019-01-07 10:00:00,1.1241,1.1242,1.1232,1.1234,4469,0.0,0.0,0.0,0,1.1246026666666669,36.85852089879043,0.0,0.0,0.0,0.0,0,0,0.0,1.1232
07/01/2019 11:00:00,2019-01-07 11:00:00,1.1234,1.1236,1.1228,1.1229,7747,0.0,0.0,0.0,0,1.124551666666667,31.94774455104446,0.0,0.0,0.0,0.0,0,0,0.0,1.1228
07/01/2019 12:00:00,2019-01-07 12:00:00,1.1229,1.1234,1.1226,1.123,12543,0.0,0.0,0.0,0,1.124484666666667,33.99954887818751,0.0,0.0,0.0,0.0,0,0,0.0,1.1226
07/01/2019 13:00:00,2019-01-07 13:00:00,1.123,1.1239,1.1229,1.1231,13172,1.1231,0.0,1.1231,07/01/2019 13:00:00,1.1243990000000001,36.24225892775418,0.0,0.0,0.0,1.1231,0,1,0.0,1.1229
07/01/2019 14:00:00,2019-01-07 14:00:00,1.1231,1.1255,1.1225,1.1254,21751,0.0,0.0,0.0,0,1.1243336666666668,66.65045891439287,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 15:00:00,2019-01-07 15:00:00,1.1253,1.1257,1.1241,1.1248,14178,0.0,0.0,0.0,0,1.1242813333333335,58.20219692714142,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 16:00:00,2019-01-07 16:00:00,1.1248,1.125,1.1237,1.125,8109,0.0,0.0,0.0,0,1.1242553333333336,60.16576622049078,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 17:00:00,2019-01-07 17:00:00,1.125,1.1255,1.1246,1.1247,8110,0.0,0.0,0.0,0,1.1242580000000002,55.595218317057984,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 18:00:00,2019-01-07 18:00:00,1.1247,1.1251,1.1244,1.1245,5816,0.0,0.0,0.0,0,1.124262666666667,52.49365159528239,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 19:00:00,2019-01-07 19:00:00,1.1245,1.1246,1.1241,1.1243,4905,0.0,0.0,0.0,0,1.1242537931034486,49.28581373178,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 20:00:00,2019-01-07 20:00:00,1.1242,1.1243,1.1239,1.124,1790,0.0,0.0,0.0,0,1.1242371954022992,44.52434226618601,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 21:00:00,2019-01-07 21:00:00,1.1241,1.1244,1.1235,1.1243,3960,0.0,0.0,0.0,0,1.1242221724137935,50.14369312387652,0.0,0.0,0.0,0.0,0,0,0.0,0.0
07/01/2019 22:00:00,2019-01-07 22:00:00,1.1243,1.1243,1.1237,1.1241,4476,0.0,0.0,0.0,0,1.1242051724137934,46.48167109100223,0.0,0.0,0.0,0.0,0,0,0.0,1.1237
07/01/2019 23:00:00,2019-01-07 23:00:00,1.1241,1.1246,1.1237,1.1237,3124,0.0,0.0,0.0,0,1.1241874876847293,39.714188941083975,0.0,0.0,0.0,0.0,0,0,0.0,1.1237
08/01/2019 00:00:00,2019-01-08 00:00:00,1.1237,1.1239,1.1228,1.1229,4479,0.0,0.0,0.0,0,1.1241863596971355,29.64363035874798,0.0,29.64363035874798,0.0,0.0,0,0,0.0,1.1228
08/01/2019 01:00:00,2019-01-08 01:00:00,1.1229,1.1235,1.1228,1.1229,3008,1.1229,0.0,1.1229,08/01/2019 01:00:00,1.1241580070312829,29.64363035874798,0.0,29.64363035874798,0.0,1.1229,0,1,0.0,1.1228
08/01/2019 02:00:00,2019-01-08 02:00:00,1.1229,1.1233,1.1226,1.1233,2582,0.0,0.0,0.0,0,1.1241177401302402,39.99827465987394,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 03:00:00,2019-01-08 03:00:00,1.1233,1.1236,1.1228,1.123,2576,0.0,0.0,0.0,0,1.1240544097609315,35.43504055238034,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 04:00:00,2019-01-08 04:00:00,1.123,1.123,1.1226,1.1229,2115,0.0,0.0,0.0,0,1.1239696437620352,33.92969241612217,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 05:00:00,2019-01-08 05:00:00,1.1229,1.1231,1.1226,1.1227,2248,0.0,0.0,0.0,0,1.1238702625635235,30.86974577555402,0.0,0.0,0.0,0.0,0,0,0.0,1.1226
08/01/2019 06:00:00,2019-01-08 06:00:00,1.1227,1.1231,1.122,1.1224,9504,0.0,0.0,0.0,0,1.1237742330133635,26.66187271349876,0.0,26.66187271349876,0.0,0.0,0,0,0.0,1.122
08/01/2019 07:00:00,2019-01-08 07:00:00,1.1224,1.1235,1.122,1.1227,7734,0.0,0.0,0.0,0,1.1237183939393938,36.72451130346732,0.0,0.0,0.0,0.0,0,0,0.0,1.122
08/01/2019 08:00:00,2019-01-08 08:00:00,1.1227,1.1232,1.1223,1.1227,5776,1.1227,0.0,1.1227,08/01/2019 08:00:00,1.123697880952381,36.72451130346731,0.0,0.0,0.0,1.1227,0,1,0.0,1.1223
08/01/2019 09:00:00,2019-01-08 09:00:00,1.1227,1.1229,1.1222,1.1226,7222,0.0,0.0,0.0,0,1.1236361478696744,34.57231050422458,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 10:00:00,2019-01-08 10:00:00,1.1226,1.1234,1.1224,1.123,6748,0.0,0.0,0.0,0,1.1235574473684211,48.623118106466045,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 11:00:00,2019-01-08 11:00:00,1.123,1.1235,1.1223,1.1233,7084,0.0,0.0,0.0,0,1.1234652631578945,56.750156263033745,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 12:00:00,2019-01-08 12:00:00,1.1233,1.1238,1.1228,1.1232,15628,0.0,0.0,0.0,0,1.1233731578947368,53.46140905996101,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 13:00:00,2019-01-08 13:00:00,1.1232,1.1236,1.1225,1.1228,11223,0.0,0.0,0.0,0,1.1232863157894737,42.08103320836727,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 14:00:00,2019-01-08 14:00:00,1.1228,1.1231,1.1222,1.1229,15096,0.0,0.0,0.0,0,1.1232052631578946,45.46685097422351,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 15:00:00,2019-01-08 15:00:00,1.123,1.123,1.1221,1.1228,10783,0.0,0.0,0.0,0,1.1231321052631578,42.56395459057355,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 16:00:00,2019-01-08 16:00:00,1.1228,1.1235,1.1225,1.1234,6650,0.0,0.0,0.0,0,1.1230962105263158,60.304754296691534,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 17:00:00,2019-01-08 17:00:00,1.1234,1.1236,1.1227,1.1228,5920,0.0,0.0,0.0,0,1.1230512631578948,44.33002713796716,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 18:00:00,2019-01-08 18:00:00,1.1228,1.1229,1.1225,1.1227,4607,0.0,0.0,0.0,0,1.1229978157894738,42.15851271848567,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 19:00:00,2019-01-08 19:00:00,1.1227,1.1231,1.1227,1.1228,3708,0.0,0.0,0.0,0,1.1229455000000004,45.28541711252114,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 20:00:00,2019-01-08 20:00:00,1.1228,1.1231,1.1227,1.1227,2340,0.0,0.0,0.0,0,1.1229065000000003,42.59872126834855,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 21:00:00,2019-01-08 21:00:00,1.1227,1.123,1.1222,1.1228,2498,0.0,0.0,0.0,0,1.1228855000000002,46.31461265903498,0.0,0.0,0.0,0.0,0,0,0.0,0.0
08/01/2019 22:00:00,2019-01-08 22:00:00,1.1228,1.1238,1.1228,1.1236,2731,0.0,0.0,0.0,0,1.1228835000000001,66.53440735104024,0.0,0.0,0.0,0.0,0,0,1.1238,0.0
08/01/2019 23:00:00,2019-01-08 23:00:00,1.1236,1.1238,1.1234,1.1234,2940,0.0,0.0,0.0,0,1.1228940000000003,59.94890780522428,0.0,0.0,0.0,0.0,0,0,1.1238,0.0
09/01/2019 00:00:00,2019-01-09 00:00:00,1.1234,1.1239,1.1233,1.1239,2655,0.0,0.0,0.0,0,1.1229225000000003,68.92104069462175,0.0,0.0,0.0,0.0,0,0,1.1239,0.0
09/01/2019 01:00:00,2019-01-09 01:00:00,1.1239,1.1242,1.1237,1.1239,2503,1.1239,0.0,1.1239,09/01/2019 01:00:00,1.1229800526315792,68.92104069462175,0.0,0.0,1.1239,0.0,1,0,1.1242,0.0
09/01/2019 02:00:00,2019-01-09 02:00:00,1.124,1.1247,1.1239,1.1246,1759,0.0,0.0,0.0,0,1.1230598421052633,78.21889680902973,78.21889680902973,0.0,0.0,0.0,0,0,1.1247,0.0
09/01/2019 03:00:00,2019-01-09 03:00:00,1.1246,1.1246,1.1243,1.1246,1864,1.1246,1.1246,1.1246,09/01/2019 03:00:00,1.1231533684210526,78.21889680902973,78.21889680902973,0.0,1.1246,0.0,1,0,1.1246,0.0
09/01/2019 04:00:00,2019-01-09 04:00:00,1.1246,1.1248,1.1243,1.1245,2272,0.0,0.0,0.0,0,1.1232526315789475,73.91890697334375,73.91890697334375,0.0,0.0,0.0,0,0,1.1248,0.0
09/01/2019 05:00:00,2019-01-09 05:00:00,1.1245,1.1247,1.1243,1.1245,2125,1.1245,0.0,1.1245,09/01/2019 05:00:00,1.1233442105263158,73.91890697334377,73.91890697334377,0.0,1.1245,0.0,1,0,1.1247,0.0
09/01/2019 06:00:00,2019-01-09 06:00:00,1.1245,1.1248,1.1242,1.1245,9216,1.1245,0.0,1.1245,09/01/2019 06:00:00,1.123423157894737,73.91890697334377,73.91890697334377,0.0,1.1245,0.0,1,0,1.1248,0.0
09/01/2019 07:00:00,2019-01-09 07:00:00,1.1245,1.1248,1.1237,1.1237,11597,0.0,0.0,0.0,0,1.1234784210526318,43.523419713963115,0.0,0.0,0.0,0.0,0,0,0.0,0.0
09/01/2019 08:00:00,2019-01-09 08:00:00,1.1237,1.1238,1.1228,1.123,10422,0.0,0.0,0.0,0,1.1235110526315792,30.655323080214824,0.0,0.0,0.0,0.0,0,0,0.0,0.0
09/01/2019 09:00:00,2019-01-09 09:00:00,1.1229,1.1231,1.1225,1.1227,8602,0.0,0.0,0.0,0,1.1235215789473685,26.707208060739852,0.0,26.707208060739852,0.0,0.0,0,0,0.0,0.0
09/01/2019 10:00:00,2019-01-09 10:00:00,1.1227,1.1236,1.1225,1.1234,7985,0.0,0.0,0.0,0,1.1235357894736844,45.73301764868199,0.0,0.0,0.0,0.0,0,0,0.0,0.0
